2017-10-01,2018-01-15,2018-08-15,2018-12-31,2019-03-29,2019-07-15,2019-11-29,2020-02-01,2020-06-12,2020-10-30,2021-02-15,2021-06-22,2021-10-19,2022-02-18
,,,4101,,,,4423.6,-2845.99,-106.5,,,,
,,,,,4595,2297,1099,2347,,,,,
,,,3700.29,,,,2396,,,,,,2552
,,,2144.24,1826.11,,2591.48,2401.67,1101.36,3262.52,2933.77,4057.15,2711.68,
,,,1651.15,,,717.39,1682,,,,,,
,,,,,,,,,,,,,
,,,2083.9,2124.46,1831.7,1719.6,1517.02,1844.71,1299,1811.47,,1499.27,25
,,,7323,,,,,,,,,,
,,,2123.58,2108.58,,1350.44,,,,,,,
,,,1606.39,1518.47,,,,,,,,,
2340.24,1966.44,611.35,,,,,3737.99,0,1741.64,,,,
,,,,1025.48,1025.48,84.29,,,775.08,,,,
,,,480.6,,,,,,,,,,
,,,,,,,,,,,,,
,,,1524.44,851.06,77.52,1430.14,1230.89,,2046,1754,,1608.02,1519.4
,,,,1619.32,,,,,,,,,
,,,4002.29,,,,,,,,,,
,,,,,752.91,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,320.64,
,,1650.11,2648.28,1879.89,1679.04,2195.33,,,,,1895.61,1557.33,1557.33
,,,,,,,,,,,,,
,,,694.72,1129.84,,1172.35,2629,,1106.93,599.9,,2425.77,1885.4
,,,,,,,,,,,,,
,,,1345.8,1345.8,,876.87,993.01,,862.62,595.08,,,1446.23
,,,,,,,,,,,,,
,,,2836.29,2197.07,1785.73,2885.25,1785.74,1820,,,,3000.98,785.74
,,,2025.39,2071.17,2104.07,,312.42,,,1845.45,2141.19,2429.04,1983.84
,,,,4280.85,,2532,3263,541,2049.62,2582.96,,,477.76
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,1386.64
,,,,,,,750,997,1015,445,1974.38,1890.52,
,,,1679.04,1879.89,0,1207.31,,,,,,,
,,,,,,,,,,,,3999.43,3543.62
,,,211.76,130.54,,,,,,,,,
,,,2488,856,637.95,,,,2325,-538.65,,,
,,,7982.94,1775,3046,,,,,,,,
,,,7323,,,,500,,,,,,
3982.18,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,2140.6,,,190.96,976,,1101,1100.52,,845.18,422.59
,,,1903.03,1655.03,,1933.93,1130.21,,,,,,
,,,,,,,1111.22,,1284,,,1302.32,
,,,1296,1034,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,851.06,533.93,375.78,375.78,,726.05,382,182.54,,,
,,,,2480.73,,,,,,,,,
,,,2023.37,1588.62,,1241.22,,,4322.44,,,,
,2229.51,,4326.67,,,569.07,,,,,,,
,,,2517.9,1824.31,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,1327.04,615.76
,,,811.48,-413.76,,,,,,,,,
,,,11000,,,,,,,,,,
,,,1035.28,,,,,,,,,1500.81,1793.42
,,,510,,,,,,,,,,
,,,,468,,,1166,,,,,,
,,,530.94,,,,,,,,,,
,,,,1152.5,,,,,,,,,
,,,,587.51,,595.93,,,,,,,
,,,7323,,,,,,,,,,
,,,41,5614,,,,,,,,,
,,,1488.06,,,,,,,,,,
,,,,,,,,200,1857.94,1082.94,1061.47,2440.09,1613.62
,,,1252.64,578.74,,1273.16,,,,,,,
,,,,,,,,,,,,,
,,,2041.36,1959.63,,965.53,1619.95,,,,,,
,,,2270.31,1807.39,,,-417.63,,,,,,
,,,510,,,,,,,,,,
,,,2285.19,2660.16,545.25,,,,50,,,,
,1849.71,,,,,,,,2728.75,2030.6,1526.84,2272.02,2791.75
,,,1828.5,2104.48,1617.16,1238.48,2320,1582,,2251.38,1613.96,3460.11,1713.01
,,,,1052.16,1052.16,,,,,,,,
,,,1214.12,,,,,,,1264.46,1264.46,,
,,,992.9,688.84,688.84,688.84,,,,,,,
,,,1130.08,1655.03,1895,2447.35,1685.93,,1145.62,1820.57,-8.75,,
,,,,,,,,,,,,,
,,,522.02,399.02,921.04,,,145.96,1011.18,3387.86,,,
,,,1643.54,1233.49,,,,,,,,,
,,,,,,,,,4629.92,,,,
,,,,,1679,0,390.47,,,,,,1758.18
,,,,648.3,648.3,648.3,,,,,,,
1787.9,1527.9,,621.9,,,,,,,,,,
,,,2103.97,,,,,,,,,,
,,,,,,,285,,,445,535,90,
,,,1500.31,1168.19,,,,,,,,,
,,,,,,,626,,,,,,
,,,4474.2,2810.75,,5168.44,5379.06,0,3053.33,,,,
,,,2959.06,,,,,,,,,,
,,,,,,,,,,,,,
,,,2959.06,,,,,,,,,,
,,,2403.78,-1127,1126.62,,,,,,,,
,,,,,,,696.05,,,,,,
,,,,,,2425.01,2182.64,,2200,1495.89,,2195.1,1175.49
,,,1833,1458,1014.5,1245.34,1381,-470,,1544.21,,1513.38,1423.73
,,,1488.06,1342.09,1233.49,1504.73,,1091,,1112.32,,,
,,,669,833,,,,,,,,,
,,,1488.06,1396.4,907.69,922.45,,,,,,,
,,,1832.75,686.03,642.52,1442.03,1172,798,2823.61,2120.99,1613.96,1908.6,
,,,913.91,479.75,,,,,,,,,
,,,6573,,,6573,,,,,,,
,,,,,,,,,,,,,
,,,2120.07,,,,,,,,,,
,,,1206.86,2147.69,330.21,2343.96,1905,,,,,,
,,,4799.73,2761.74,,3205.92,4592.28,-2811.9,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,813.95,,,,,,927.69,1198.78,755.37,1485.74,
,,,,972.45,,,,,,,,,
,,,,,,,,,,,,,
,,,2541.15,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,1038.92,1800.12,,200,200,,,,42.55,593.61,593.61
,,,1442.19,1212.59,,1461.64,,,,1442.19,831.63,1685.71,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,6573,,5566.16,,,,,,,,
,,,3105.98,2673.36,,2975.43,2923,,2714.2,2331.9,324.19,3405.35,2575.59
,,,,,,,,,,,,,
,,,200,275,,,,,,,,318.85,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,5973,,,,,,,,,,
,,,1832.75,1249.6,,2340.32,2310,1085,2383.5,2628.02,1613.96,4149.67,3806.69
,,,2476,2376,2376,,,,,,,,
,,,5294,,,,,,,,,,
,,,,1454.72,,1843.25,,,,1663.65,,2425.77,
,,,1091,1110,,1308.66,1119,,1385.81,912.66,,,
,1651.15,1684.16,,,,,,,,,,,
,,,2359.1,1585.53,,1492.14,1746.27,,,,,,
,,,,,,,,,,,,,
,,,746,1172,,,,,,,1523.3,925.58,1023.93
,,,,,,,,,,,432.5,,
,,,718.32,,,1371.45,1182.23,,,,,,
,,,,,,,,,,,350,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,2352.94,3079.59,832.38,3359.49,3155,876.72,3354.37,2718.25,1699.41,3145.65,3061.09
,,,3105.98,3238.14,,2967.61,1955,,,,1938.13,3145.65,3260.89
,,,,6266.6,6067,,6400,-6400,,,,,
,,,,,,649,1298,1298,649,,,,
,,,,,5228,45.51,5329,,,,,,
,,,8831.35,,,,,,,,,6448.27,
,,,,,,,,,2047.58,2772.59,,2592.05,1297.03
,,,,,,,,,,,,,
,,,1724,380.32,380.32,,,,,,,,
,,,,,,,1150,,,1209.12,,,1231.46
,,,,,,,,4202,3131.18,,-1565.59,,
,,,,,,3994.77,1617.16,1817,1781,2151.17,3304.06,2564.3,3695.87
,,,3352,,,,,,,,,,
,,,,,,,,,,,,,
,,,1168.19,1168.19,1577.92,1344.72,1344.72,,,,,,
,,,900.93,,,,,919,,,,,955.75
,,,200,6118.6,275,-6067,-52,,,,,,
,,,,,,1504.73,1254.73,,,,,,1300.61
,,,,,,,,,,,,,
,,,,4869,,,,,,,,,
,,,,1271,3502.83,,,2810,3621.47,3258.35,3517.16,185.05,
,,,,1840.51,,2605.79,,,,,,,
,,,,,,,,,,,,,
,,,,851.06,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1864.55,,,,,,,,,,,,,
,,,2277.84,1917.84,,1676.43,1177.69,,2760.89,2981.9,631.05,2211.71,1349.4
,,,,2308,,,,,,,,,
,,,1683.6,1916.82,,2201.62,1581.67,,942.88,,,,
,,,,,,528.48,,,,,,,
,,,,5951.27,,2567.28,2102,1390,666.86,1115.24,,2987.1,1228.88
,,,,,,,,,,,,,
,,,1650.97,1554.04,1053.94,1831.67,2215.87,,,,,,
,,,,1342.73,,1366.92,1746.51,,1844.58,1778.76,,454.28,939.44
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,2448.21,2104.48,2340.32,2145,22,,2120.99,1106.93,2425.77,1759.49
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,2149.46,1657.56,2290.56,2189.54,2264.7,2078.09
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,3928.79,1302.26,2315.62,1955.62,,2242,1819.88,,2977.79,2617.79
,,,,,,,,,,,,,
,,,,641,,,,,,592.56,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1140.46,2275,,1809.55,1613.96,,1269.91,678.67
,,,,,0,2396.18,1371.98,458.3,1904.69,1827.51,519.32,1660.61,1392.3
,,,,,1539.5,4501.57,,,,,,,
,,,,341.82,,,,,,,,,
,,,,2717.23,2717.23,2717.23,,,,,,,
,,,,,,1504.73,817.48,1050,773.44,,,955.16,1315.61
1654.71,,,,,0,235.29,,,,,,,
,,,,1760.89,2104.48,1150.59,2275,,2384.49,,,,2598.16
,,,,,,,,,,,,,
,,,,557.73,,,1457.22,1482.22,1485.74,,,,
,,,,4742.86,,,,,,,,,
,,,,1707.27,1129.84,1669.85,1866,588,1809.55,599.9,,1242.02,
,,,,1711.23,,,,,,,,,
,,,,,,,,,,,,,
,,,3019.8,2901.62,2336.84,3313.31,3155,1684.84,3575.75,3397.69,3309.29,3557.66,
,,,,3164.37,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,6087.65,,2186.55,2401.67,0,2711.84,2383.09,2383.09,,
,,,,,,,,,,1792.83,,,
,,,,,,,,,3232.57,2704.35,,1240.68,1978.4
,,,,2716.29,,2315.61,,,,,,,1608.14
,,,,2169.71,1109,2458.83,2189.54,562.05,2467.21,2230.88,618.29,3093.93,2272.1
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,680,2136.04,4323,2205,2709,,2012.08,1647.8,2674.22,
,,,41,1157.15,,,,,,,,,504.07
,,,,3255.31,,,,,,,,,
,,,,4744.28,592.16,3071.82,1783.73,0,2843,2603.54,1210.08,4399.16,1858.47
,,,,4868,,,,,,,,,
,,,,1088.64,,,,,,,,,
,,,,,,,,,,,,,
,,,,2534.73,,1878.49,1685.93,,2404.14,1151.45,-5.83,1996.27,1770.41
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2938.65,,,,,,,,,,,,
,,,,1879.89,1814,1831,1992.77,,1685.84,1937.69,,743.05,2142.86
,,,,1825.94,2020.47,1869.95,1254.73,,,,,,
,,,,,,,,,,30,,,
,,,,,,4345,4187,,,,,,
,,,,275,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,587.51,82,,161.7,434.07,,
,,,,12122.23,,,,,,,,,
,,,,,,2383.87,2057.32,448,,,,,
,,,,,,,,,,,,,
,,,,1058,,,175,,,,,,
,,,,743.69,,595.93,1254.73,,,440.43,,,
,,,,5175,,,,,,,,,
,,,,1197.49,-806.49,,,,,,,,
,,,,3592,,,3140,,2932,,,4600.88,
,,,,,,,350,,,,,,
,,,,,,,,,,,,,
,,,,,1717,2437.54,1853.8,1116.04,3016.38,2230.88,-11.67,,
,,,,1233.49,,519,1254.73,,1695.74,773.44,,,
,,,,1554.04,,,,,,,,,
,,,,,,,,,,,,,
,,,,2489.17,2327.96,1904.27,2723.32,,,,,,
,,,,1682.96,,,,,,,,,
,,,,390.02,,,,,,,,,
,,,,790.7,790.7,1651.81,1554,,1431,2555.79,,,
,,,,,,,,,,,,,
,,,,,3160,,,,,,,,
,,,,,,,1698.17,,1526.84,1223.93,,,
,,,,7500,,,,,,,,1745.59,2276.36
,,,,,,,,,,,,,5802.5
,,,,,,,,,,,,,
,,,,1168.19,,,,,,,,,
,2668.58,,,,,,,,,553.43,,,
,,,,,,,,,,,,,
,,,,,,,,,2884,2603.54,,3189.08,1858.47
,,,,2565.18,1067.11,1345.74,950.05,,-41,,,,
,,,,1182.99,,,,,,,,,
,,,,,,1430.14,,,,,,,
,,,,,421.63,443.44,814.75,,438.78,,,,880
,,,,3359,568,,3429,,,7818.94,,4093.14,2832.65
,,,,1193.99,,1433.74,644.31,,1284,1070.35,93.1,1522.67,1396.57
,,,,1336.02,,,496,,538,,,,769.94
,,,,,,,,,459.28,1198.78,,,
,,,,,,1843.25,1668,,,,,,
2660.66,2309,324.64,1712.69,835.75,,-611.02,273,,,,,,1176
,,,,,,,,,,,,,
,,,,1286,819.25,996.76,1488,1605,1293.36,1565.36,942.96,878.28,1506.68
,,,,1069.26,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,264.29,2436.351,,,,,,
,,,,,,,,,,,,,
,,,,,1760.89,1843.25,1648,,1832.19,,,,
,,,,,,2534,,,,,,,
,,,,1527,766.62,2013,2109,3802,2670.25,2002.35,1915.4,158.65,2123.95
,,,,1721.15,,2091.15,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,3874.65,0,1557,,,1482.65,,,,
,,,,,,,673.4,673.4,,,,,785.41
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,843,,,,860.66,
,,,,2029,282.6,,,,,,,,
,,,,,,,,,,,,,
,,2198.88,2040.43,3076.13,,4218,2532,1041,3444.09,2249.62,,3185.44,1953.62
,,,,,,,,,,1047,,,
,,,,,,1187.63,,,,,,,
,,,,2157.84,,1461.16,2162.57,619,2470.38,1819.88,631.05,2681.48,
,,,,,608,1130.21,1441.98,,1978.21,1469.25,-8.75,2294.24,2272.1
,,,,2188.5,,,655.36,,980.62,,,,
,,,,1920,,980.16,1119,,1184.66,1169.16,942.96,1207.28,929.28
,,,,,,,,,,,,,
,,,,,4231,2253.41,2189.54,1073.46,3022.93,1469.25,-8.75,2272.1,
,,,,,2285.61,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,200,389
,,,,,,,,,2357.95,2082.95,,,
,,,,,,,,,886.4,999.36,,,
,,,,,5570,,,,,,,,
,,,,,0,0,,,,,,,
,,,,,,,,,,,,,
,,,,1491.48,102,0,1559.57,,-105,,,,1671.54
,,,,,4828,2189.54,1685.93,,,,,,
,,,,,,,,,,,,,
,,,,1879.89,0,1238,,,,,,,
,,,,,,,,,,,,,
,,,,,,6412,,,,,,,
,,,,,,,,,,,,,
,1666.37,617.01,1438.9,2088,613.48,799.28,186,,,,,,
,,,,,,,,,,,,,
,,,,,,13268,,-540,,,,,2028.99
,,,,2091.15,,2536.08,1876.52,,1311.98,1810.18,,1566.71,1288.22
,,,,,,,,,,,,,
,,,,30,,,,345.28,,,,5777.37,6631.69
,,,,30,,,,,,,,,
,,,,,,,,,,,,642.9,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,1954,1552,1552,1581,3623.62,2082.95,1612.94,3143.64,2123.62
,,,,,285,12000,3800,,,,,,
,,,,,200,2607,2532,1210,2857.96,1582.94,1115.57,,
,,,,,2643,2437.54,2693.15,1021.33,2467.21,3943.29,-14.58,5786.78,3668.98
,,,,,,,,,,,,,
,,,,,2942.85,2247.51,1440,625,1378.16,830.76,559.08,1417.58,2857.79
,,,,1410,,1711.66,1689,,2263.41,1537.76,,1579.68,1794.01
,,,,1825.94,,1504.73,1096,,935.14,3580.94,,2731.19,-86.7
,,,,2719.37,,,,,,,,,
,,,,,1203.01,,,445.23,1542.64,,,,
,,,,,,,,,,,,2129.72,5757.52
,,,,,,,,,,,,,
,,,,4772.86,,,,,,,,,
,,,,,,,,,,,,,
,,,,,1640,1151.5,1130.21,1629.18,,,,,
,,,,711.45,,2288.76,2278.76,1219.2,,,,,
,,,,,,,,,3262.52,2933.77,3495.46,4500.07,
,,,,,,3464,3560,,3535.52,,3535.52,,
,,,,2755.52,,,2195.61,,830.54,,,,
,,,,,347.47,1614.91,951.62,-6.37,937.97,32.34,,,
,,,,,4569.06,,,,,,,,
,,,,,471,,,,,,,,
3687.21,3018.34,611.35,,4726.87,,,,,,,,,
,,,,,,1182,,-1180,,,,,
,,,,,8630.4,7934.8,7690.4,7526.4,7771,7706.4,,,2162.5
,,,,3095.75,396.97,4146.77,396.97,2678,1041.33,3642.8,38.43,2230.78,
,,,,,,,,,,,,,
,,2968,809,,,,,,,,,,
,,,,,7655.65,6918.7,7311.4,6551.4,,10,,,
,,,,,2180.27,1033.95,,,,,,,
,,,,,,1693.42,2033.19,,1384.97,1680.89,,,
,,,,,,,,,,,,,
,,,,,,1088.28,685,,,,,,
,,,,,,1397.74,1746.51,430.24,1778.76,1881.18,,,
,,,,,,,,,,,,,
,,,,,6465,,,2070,,2080.41,,746.43,
,,,,,,1452.99,1755,,,,,,
,,,,,848,583,424,,,,,,
,,,,,,3882.94,56.75,,,,,,
,,,,,0,2396,2195.33,,2348.37,2030.6,,2992.6,2791.75
,,,,,,,,,,,,,
,,,,,0,0,,,,,,,
,,,,,,5338,,,,5432.31,,,
,,,,,,,,,2357.95,2582.96,1159.2,200,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,2952.47,2654.53
,,,,,,542.58,,1485,,867.77,122.06,,
,,,,,,,,,,,,,
,,,,,2179.52,,,,,,,,
,,,,,3467.2,590.5,,,,,,,
,,,,,,,,,,,84.27,2902.06,2833.63
,1944.54,,1984.65,1604.5,,-1206.03,,,,,,,
,,,,,,2435.87,2654.02,,3940.29,2146.62,1170.16,1864.71,1771.76
,,,,,1129.84,1843.25,1692,1604,1378.51,1613.96,599.9,1871.88,724.85
,,,,,1374.85,885.5,1342,,,,,,
,,,,,,3661.73,2863.55,550.68,2884,3704.9,835.62,4589.39,3543.54
,,,,,317.32,,,,,,,,
,,,,,,5373.78,1883.73,550.68,2292.32,2603.54,2603.54,3997.12,3262.7
,,,,,,,,,,,,,
,,,,,,,,,,,10265.49,,
,,,,,,1744.15,952,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1318,1318,,,,,,
,,,,,621.91,3961.64,2568.07,0,3932.34,3157.22,3157.22,,
,,,,,789.67,2666.89,1243.82,1101.36,2333.32,2052.86,,1467.78,1858.47
,,,,,,,,,,,,,
1398.72,,,,,0,3708.81,,,,,,,
,,,,,,1318,,,,,,,
,,,,,,1935.21,1644,748,,,,,
,,,,,,,,,2179.88,2981.9,,,
,,,,,,,,,1582.94,1582.94,,1613.62,1613.62
,,,,,,10488.15,,,2650.65,2558.15,2972.38,2513.31,2841.62
,,,,,,3243.65,,,,,,,
,,,,1093,,,,1854,,2376.69,651.1,,
,,,,,0,0,,,,,,,
,,,,,,2049.5,,,,,,,
,,,,,6121.08,3199.45,2811,1916.87,2414.97,,,,
,,,,,3229.5,,,,,,,,
,,,,,,1906,1693,1297,,1675.55,2488.02,3366.28,1805.12
,,,,,,,,,,,,,
,,,,,,,1322.52,1322.52,,4567.48,,1814.08,
,,,,,0,0,,,,,,,
,,,,,,,,922.49,,,,,
,,,,,0,0,,,,,,,
,,,,,,,,,,,,,
,1211.85,1629.55,2430.51,1968.64,,,,,,,,,615.61
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,3358.14,3783.55,4003,3680.78,3158.49,3190.01,883.94,1087.45,2631.27
,,,,,,1668.21,2378,,949.11,1694.51,,243.77,
,,,,,,,,1041,1857.94,1582.94,1061.47,2440.09,593.61
,,,,,,,,,,,,,
,,,,,0,1902.17,1701.32,,-51,,,,
,,,,,,,,200,1657.94,,,42.55,
,,,,,,1971.66,1267,1899.32,831.08,81.31,,1429.42,
,,,,,,3604.52,3397,3641,3575.75,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,1223.67,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,5756.77,,,,935.99
,,,,,,,,,,,,,
,,,,,,,1785.74,,,,,1851.71,-1222.16
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1282.41,,,,,,,,,,,,,
,,,,,,2807,2532,,1857.94,2082.95,1061.47,2398.62,2633.63
,,,,,,,,,,,,,
,,,,,,1287,1731,,,,,,
773.44,,,,,,1990.22,922.45,,,773.44,,955.16,955.16
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1831.67,1644.67,1091,1532.32,1112.32,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,11013.92,,1794.15
,,,,,,,,,,,,,
,,,,,,2643.18,2598.04,,2867.04,2676.22,,,
,,,,,,,,,,,,,
,,,,,,,,,7400,,,,1472
,,,,,,,,,,,,,
,,,,,,,,,,,,1301.68,
,,,,,4500,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,2805.93,363.51,,,,,
,,,,,,2396.6,3120,,2598.46,2495.09,880.7,,
,,,,,,,,,,,,,
,,,,,,12573.47,8777,,268.42,,,,
,,,,,,1288.74,2070,856,1043.52,,,1028.43,
,,,,,,,,,,,,,
,,,,,1200.79,1467.84,1219.44,,1315,1071.75,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,1554.43,877.97,,,,,,,
,,,,,,,684.42,684.42,,,,,
,,,,,,,,,,,,,
,,,,,,2437.54,2189.54,,2488.92,2230.88,-11.67,,
,,,,,,4333.47,3583.43,1101.36,4356.92,4515.77,1089.16,4757.33,3770.88
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,350,1214.24,,,,,,,
,,,,,,,3133.51,550.68,550.68,,,,
,,,,,,,,,,,,1337.21,781.76
,,,,,,3882.94,-1038.09,,3932.33,,,,
,,,,,862.76,862.76,,,,,1218.45,,
,,,,,,,,,,,,,
,,,,,907.69,754.48,-123,1091,,773.44,,,
,,,,,,2531.92,2014,746,706.56,2855.73,1036.38,,
,,,,,,922.45,1420.87,,,,,,
,,,,,,,,,,,,,
,,,,,,2039.08,1692,1582,1832.19,1174.28,599.9,2296.46,2427.57
,,,,,,2475.46,,1056,1870.46,1125.06,,845.58,545.43
,,,,,,2575.01,1365.49,,1636.98,,880.04,2055.45,1446
1375.2,657.5,1182.99,665.64,,,,,,,,,,
,,,,,,,,,,4604.45,,,
,,,,,,,,,,,,,
,,,,,119.16,1648.69,1345.74,,1866.55,2132.05,650.44,2060.78,1806.95
,,,,,862.76,,1200.49,1522.55,,,,,
,,,,,,3094,,,,,,,
,,,,,74.51,1237.48,1648.69,,-41,,,,560.72
,,,,,,4367.16,1963.7,1101.36,,,,,
,,,912.74,1768.75,262.95,1505,523,,,,,,
,,,,,,,,,2310.14,2310.14,,2346.68,1777.16
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,2607,2532,,3472.79,2582.96,,,
,,,,,,,259,,,,,,
,,,,,,1130.21,618.8,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,5576.8,584,,5415,,,,
,,,,,,2423.91,2180.66,,,,,,
,,,,,,,,,,,,2259.82,
,,,2277.84,1917.84,,,,,,,,,
,,,,,,,,,,,,,
,,,,,0,2004.17,1884.32,,1172.93,1694.76,,1917.65,816.76
,,,,,,807.99,1182.28,0,1964.87,1690.12,1690.12,2671.69,
,,,,,,1868,1062,,2047.58,2272.58,,2422.04,1613.62
,,,,,,,,,,,,,
,,,,,,488.63,1061,,,,,,
,,,,,,2186.55,1861.76,,,,,,
,,,,,,2605.79,2357.79,,,,,,
,,,,,,2896.32,1364.7,1039.65,382,710.7,,,
,,,,,,,,,,1050.12,,2261.89,2261.89
,,,,,,3980,474,,,,,,
,,,,972.45,972.45,972.45,661.26,661.26,678.72,,,,
,,,,,,1288.74,2070,856,,,,,
,,,,,,,,,,,,1304.6,
,,,,,,993.62,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1152.39,,,,,,,
,,,,,,3071.82,2863.55,550.68,,,648.39,3837.47,2981.85
,,,,,,1020.65,,,,,,,
,,,,,,515,1522,,2357.95,1582.94,,,
,,,,,,407.26,,,,,,,
,,,,,,2287.46,652.01,,-652,-729.44,,,
,,,,,,,,,5973,,,,
,,,,,,,,541,2082.95,1849.64,,,
,,,,,,,,,,,,,
,,,,,,640.09,548.41,,,,,,
,,,,,,,,,,,,,
,,,,,,2357,2042,,2357.95,1582.94,,1888.62,1613.62
,,,,,,,,,,,,,
,,,,,,,,,1582.94,2082.95,,2633.63,2123.62
,,,,,,4167.77,3491.36,0,3842.69,3731.97,489.58,2244.57,3371.16
,,,,,,4861.23,,,,,,,
,,,,,,7323,,,,,,,
,,,,,,658.1,,,,,,,1479.1
,,,,,,2469.32,1764.79,,3719.88,3714.85,2282.9,4742.69,3648.12
,,,,,,1430.14,,,,,,,
,,,,,,,,,,,,,
,,,,,,611.66,,,,,,,
,,,,,,1593.42,952,,,,,,
,,,,,,,,,,,,,
,,,,,,3369,2696,,,,,,
,,,,,,1699.66,2371,,,,,,
,,,,,,2736.28,2024.77,276,2535.14,,,,
,,,,,,,,,,3475.53,,4224.65,4992.49
,,,,,,,,,,,,,
,,,,,,3454.88,2525.25,619.44,2760.89,1819.88,1262.09,3570.41,2617.79
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,541,540.65,,,1730.74,2633.63
,,,,,,1350.9,1713.51,,,,1486.56,,
,,,,,,826.87,945.22,76,,,,,
,,,,,,10125.6,5563.75,,-41,,,,
,,,,,,,2130,,2165.66,721.41,,2730.15,1295.81
,,,,,,7271.2,7010.56,,8523.23,8315.86,,,
,,,,,,2589.94,1297,1171,-428.75,,,,
,,,,,,,,,,,,,
,,,,,,1598.75,1538.72,,,412.35,,,632.24
,,,,,,,,,,,,,
,,,,,,,,,,,,2649.7,
,,,,,,1684,-656,,,,,,
,,,,,,,,,,,,,
,,,,,,5450.68,5509.65,,-41,,,,
,,,,,,1430.14,1185.74,381.75,1613,1253.4,1073.57,967.28,1566.36
,,,,,,,,,,,,,
,,,,,,2335,2319,,,,,,
,,,,,,3191,434,,,,,,
,,,,,,3025.6,2092,453,2529.48,1587.86,1504.56,2011.62,1751.62
,,,,,,,,,,,,,
,,,,,0,1490,,524.48,,,,,
,,,,,,5407.61,,,,,,,
,,,,2188.5,,,962.17,,980.62,980.62,,,
,,,,,,666.4,,,,,,,
,,,,,,1320.65,,,,,,,
,,,,,,2307.32,1898.77,717,1717.82,1692.44,,2317.05,1496.81
,,,,,,1684.16,,,75,,,,1371.23
,,,,,,,1422.52,1422.52,,,,,
,,,,,,,,,,,,,
,,,,,,1682,338,,,,,,
,,,,,,,,,,,,,
,,,,,,1831.67,1254.73,1377,773.44,504.63,,,
,,,,,,,,,,,,3105.65,2301.89
